tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:51141,,,"Carballes Baena, Roberto",,,ESP,,sr:competitor:40800,,,"Carreno Busta, Pablo",,,ESP,,7-6 4-6 7-6,3,round_of_32,,8,1,108,62,45,29,14,,7,2,1,118,89,65,14,15,,7,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:299130,,,"Hijikata, Rinky",,,AUS,,sr:competitor:450477,,,"Nardi, Luca",,,ITA,,2-6 6-2 5-7,3,round_of_32,,0,4,77,49,37,13,11,,18,5,4,107,67,46,15,10,,7,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:15434,,,"Fognini, Fabio",,,ITA,,sr:competitor:104967,,,"Brouwer, Gijs",,,NLD,,7-6 7-6,3,round_of_32,,10,6,79,50,39,20,11,,4,5,1,84,65,46,11,11,,4,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:371436,,,"Shevchenko, Alexander",,,KAZ,,sr:competitor:62790,,,"Lestienne, Constant",,,FRA,,5-7 6-7,3,round_of_32,,10,0,83,54,41,11,10,,6,0,1,81,51,36,14,9,,5,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:534043,5,,"Darderi, Luciano",,,ITA,,sr:competitor:77223,,,"Martinez, Pedro",,,ESP,,5-7 5-7,3,round_of_32,,11,3,87,50,38,15,10,,13,3,10,83,59,36,10,8,,12,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:83397,,,"Ofner, Sebastian",,,AUT,,sr:competitor:126356,,,"Munar, Jaume",,,ESP,,6-3 4-6 6-7,3,round_of_32,,15,5,90,50,40,19,12,,5,8,7,100,67,50,15,13,,9,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:14844,7,,"Monfils, Gael",,,FRA,,sr:competitor:43748,,,"Thiem, Dominic",,,AUT,,6-3 7-6,3,round_of_32,,13,4,62,39,35,14,11,,5,7,1,57,34,21,20,9,,0,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:227358,,,"Walton, Adam",,,AUS,,sr:competitor:47975,,,"Hanfmann, Yannick",,,DEU,,5-7 2-6,3,round_of_32,,3,1,63,36,30,13,9,,8,3,2,65,51,31,4,6,,4,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:242548,,,"Jubb, Paul",,,GBR,,sr:competitor:71660,,,"Marterer, Maximilian",,,DEU,,6-1 6-2,3,round_of_32,,5,4,43,24,21,10,7,,11,3,3,66,43,19,11,3,,2,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:763108,,,"Mensik, Jakub",,,CZE,,sr:competitor:206879,8,,"Eubanks, Christopher",,,USA,,3-6 6-3 1-6,3,round_of_32,,12,1,68,45,38,14,12,,5,9,1,67,54,37,6,9,,4,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:871495,,,"Michelsen, Alex",,,USA,,sr:competitor:15894,3,,"Mannarino, Adrian",,,FRA,,6-7 4-6,3,round_of_16,,4,0,73,52,38,10,9,,7,6,4,77,47,32,15,8,,4,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:16720,,,"Bautista Agut, Roberto",,,ESP,,sr:competitor:185388,2,,"Humbert, Ugo",,,FRA,,3-6 6-3 6-4,3,round_of_16,,3,2,94,67,43,17,12,,16,12,2,97,60,39,21,11,,8,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:83397,,,"Ofner, Sebastian",,,AUT,,sr:competitor:534043,5,,"Darderi, Luciano",,,ITA,,6-3 7-5,3,round_of_16,,14,1,67,34,28,20,10,,6,3,1,57,31,21,15,7,,4,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:14844,7,,"Monfils, Gael",,,FRA,,sr:competitor:51141,,,"Carballes Baena, Roberto",,,ESP,,6-3 6-4,3,round_of_16,,9,3,57,31,27,15,10,,3,2,1,46,23,18,13,7,,1,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:102151,4,,"Tabilo, Alejandro",,,CHL,,sr:competitor:371436,,,"Shevchenko, Alexander",,,KAZ,,3-6 2-6,3,round_of_16,,6,5,63,43,35,10,9,,7,2,1,58,41,29,4,5,,5,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:763108,,,"Mensik, Jakub",,,CZE,,sr:competitor:15434,,,"Fognini, Fabio",,,ITA,,4-6 6-3 7-5,3,round_of_16,,11,6,92,50,40,21,13,,8,5,11,94,51,37,20,11,,8,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:242548,,,"Jubb, Paul",,,GBR,,sr:competitor:227358,,,"Walton, Adam",,,AUS,,6-0 6-3,3,round_of_16,,4,4,39,27,26,6,8,,6,1,2,40,23,12,8,3,,0,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:808628,1,,"Shelton, Ben",,,USA,,sr:competitor:299130,,,"Hijikata, Rinky",,,AUS,,6-4 6-0,3,round_of_16,,13,2,56,41,27,10,8,,7,2,0,47,35,21,4,4,,6,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:102151,4,,"Tabilo, Alejandro",,,CHL,,sr:competitor:763108,,,"Mensik, Jakub",,,CZE,,4-6 4-6,3,quarterfinal,,6,1,59,36,28,10,9,,6,7,5,65,38,26,12,7,,2,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:14844,7,,"Monfils, Gael",,,FRA,,sr:competitor:16720,,,"Bautista Agut, Roberto",,,ESP,,6-3 4-6 6-4,3,quarterfinal,,15,6,94,53,41,19,12,,8,3,2,93,56,36,18,10,,9,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:83397,,,"Ofner, Sebastian",,,AUT,,sr:competitor:871495,,,"Michelsen, Alex",,,USA,,6-3 5-7 3-6,3,quarterfinal,,12,10,103,57,43,23,14,,3,5,3,81,62,46,11,13,,9,,,,
sr:competition:31475,"ATP Mallorca, Spain Men Singles",,,atp_250,2024-06-22,,sr:competitor:242548,,,"Jubb, Paul",,,GBR,,sr:competitor:808628,1,,"Shelton, Ben",,,USA,,3-6 6-3 6-7,3,quarterfinal,,1,5,116,71,54,19,12,,18,13,6,129,93,60,17,12,,12,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:113905,6,,"Moreno de Alboran, Nicolas",,,USA,,sr:competitor:51009,,,"Kuzmanov, Dimitar",,,BGR,,3-6 7-6 2-6,3,qualification_round_1,,13,1,115,81,57,18,14,,10,2,1,99,69,43,16,10,,10,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:15434,1,,"Fognini, Fabio",,,ITA,,sr:competitor:58371,,,"Bourgue, Mathias",,,FRA,,6-3 3-6 6-4,3,qualification_round_1,,2,5,85,59,43,14,12,,5,0,0,86,55,33,21,11,,6,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:78793,,,"Miedler, Lucas",,,AUT,,sr:competitor:145122,,,"Martineau, Matteo",,,FRA,,6-3 4-6 6-7,3,qualification_round_1,,2,4,108,70,50,18,12,,6,6,6,94,70,50,11,12,,11,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:619900,4,,"Gigante, Matteo",,,ITA,,sr:competitor:915685,,,"Bennani, Karim",,,MAR,,4-6 6-4 6-1,3,qualification_round_1,,4,8,91,55,37,20,11,,11,3,5,85,52,27,19,8,,12,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:67154,3,,"Barrere, Gregoire",,,FRA,,sr:competitor:213170,,,"Blanchet, Ugo",,,FRA,,6-3 6-3,3,qualification_round_1,,8,4,66,43,28,16,9,,8,7,3,58,25,16,17,6,,3,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:231192,8,,"Molleker, Rudolf",,,DEU,,sr:competitor:96239,,,"Durasovic, Viktor",,,NOR,,1-6 3-6,3,qualification_round_1,,6,0,51,35,28,9,8,,7,6,2,50,31,22,3,4,,1,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:25838,2,,"Goffin, David",,,BEL,,sr:competitor:81271,,,"Hemery, Calvin",,,FRA,,7-6 6-4,3,qualification_round_1,,0,2,78,60,36,11,7,,9,3,5,74,52,32,8,6,,8,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:108767,5,,"Hassan, Benjamin",,,DEU,,sr:competitor:121330,,,"Karmoussi, Hamza",,,MAR,,3-6 4-6,3,qualification_round_1,,6,5,50,27,24,14,9,,7,0,6,65,36,18,18,7,,2,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:113905,6,,"Moreno de Alboran, Nicolas",,,USA,,sr:competitor:67154,3,,"Barrere, Gregoire",,,FRA,,6-7 6-7,3,qualification_final,,5,1,72,55,42,13,11,,4,0,1,85,56,41,18,11,,2,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:15434,1,,"Fognini, Fabio",,,ITA,,sr:competitor:78793,,,"Miedler, Lucas",,,AUT,,3-6 6-3 6-2,3,qualification_final,,5,3,84,56,39,15,11,,5,10,0,81,53,35,12,9,,7,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:619900,4,,"Gigante, Matteo",,,ITA,,sr:competitor:231192,8,,"Molleker, Rudolf",,,DEU,,7-6 0-6 7-6,3,qualification_final,,7,2,103,77,50,16,11,,5,11,5,98,66,49,20,14,,8,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:126356,,,"Munar, Jaume",,,ESP,,sr:competitor:658475,,,"van Assche, Luca",,,FRA,,6-7 2-6,3,round_of_32,,8,0,68,44,27,16,8,,7,1,1,75,55,30,9,6,,4,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:25838,2,,"Goffin, David",,,BEL,,sr:competitor:108767,5,,"Hassan, Benjamin",,,DEU,,2-6 7-6 6-3,3,qualification_final,,10,5,103,57,44,22,11,,7,10,1,100,62,43,21,11,,8,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:218538,,,"Kotov, Pavel",,,,,sr:competitor:135786,,,"Benchetrit, Elliot",,,MAR,,7-5 6-3,3,round_of_32,,1,3,61,41,27,13,8,,11,5,1,78,46,31,8,6,,5,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:392066,7,,"Navone, Mariano",,,ARG,,sr:competitor:172482,,,"Dougaz, Aziz",,,TUN,,6-3 6-2,3,round_of_32,,0,1,50,37,28,10,9,,3,2,2,47,27,16,11,5,,0,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:124656,,,"Vukic, Aleksandar",,,AUS,,sr:competitor:88992,,,"Muller, Alexandre",,,FRA,,6-3 7-6,3,round_of_32,,9,2,83,55,43,14,10,,4,3,3,66,41,28,14,8,,10,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:131566,,,"Nagal, Sumit",,,IND,,sr:competitor:175014,,,"Moutet, Corentin",,,FRA,,6-4 3-6 2-6,3,round_of_32,,6,0,89,66,44,16,13,,5,3,2,66,53,37,8,10,,7,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:399637,8,,"Cobolli, Flavio",,,ITA,,sr:competitor:428657,,,"Shelbayh, Abdullah",,,JOR,,1-6 4-6,3,round_of_32,,3,2,43,28,27,9,9,,8,1,1,54,32,20,9,5,,0,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:15434,,,"Fognini, Fabio",,,ITA,,sr:competitor:223874,,,"Gaston, Hugo",,,FRA,,6-7 6-1 6-4,3,round_of_32,,4,8,105,65,39,20,9,,15,3,3,113,63,36,21,6,,16,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:112783,,,"Berrettini, Matteo",,,ITA,,sr:competitor:371436,6,,"Shevchenko, Alexander",,,KAZ,,2-6 1-6,3,round_of_32,,3,2,45,26,21,10,7,,9,2,3,60,31,16,12,3,,2,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:113905,,,"Moreno de Alboran, Nicolas",,,USA,,sr:competitor:371476,5,,"Diaz Acosta, Facundo",,,ARG,,6-4 3-6 6-3,3,round_of_32,,3,2,88,59,45,15,13,,7,4,3,80,50,34,20,12,,3,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:14548,,,"Wawrinka, Stan",,,CHE,,sr:competitor:16822,,,"Ramos-Vinolas, Albert",,,ESP,,1-6 4-6,3,round_of_32,,8,1,57,35,31,6,8,,7,1,1,46,33,21,3,4,,5,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:25838,,,"Goffin, David",,,BEL,,sr:competitor:63606,,,"Rinderknech, Arthur",,,FRA,,6-4 6-4,3,round_of_32,,5,1,63,33,22,18,8,,8,4,2,61,30,18,14,6,,2,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:104847,4,,"Sonego, Lorenzo",,,ITA,,sr:competitor:131566,,,"Nagal, Sumit",,,IND,,6-1 3-6 4-6,3,round_of_16,,4,2,74,43,34,18,11,,8,2,0,85,62,40,17,11,,4,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:218538,,,"Kotov, Pavel",,,,,sr:competitor:399637,8,,"Cobolli, Flavio",,,ITA,,6-1 7-6,3,round_of_16,,1,1,87,57,40,16,10,,5,4,4,58,25,19,18,7,,7,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:112783,,,"Berrettini, Matteo",,,ITA,,sr:competitor:126356,,,"Munar, Jaume",,,ESP,,6-4 4-6 6-3,3,round_of_16,,8,0,85,58,43,12,12,,13,5,1,86,46,29,26,11,,6,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:15434,,,"Fognini, Fabio",,,ITA,,sr:competitor:97231,1,,"Djere, Laslo",,,SRB,,6-7 6-2 4-6,3,round_of_16,,3,0,90,58,41,17,12,,7,7,1,97,69,50,15,13,,3,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:51141,,,"Carballes Baena, Roberto",,,ESP,,sr:competitor:16375,3,,"Evans, Daniel",,,GBR,,4-6 6-7,3,round_of_16,,1,1,83,57,41,14,10,,8,2,1,78,46,31,17,9,,7,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:113905,,,"Moreno de Alboran, Nicolas",,,USA,,sr:competitor:25838,,,"Goffin, David",,,BEL,,3-6 4-6,3,round_of_16,,5,0,61,41,33,11,10,,7,2,1,60,34,24,12,7,,3,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:392066,7,,"Navone, Mariano",,,ARG,,sr:competitor:14548,,,"Wawrinka, Stan",,,CHE,,3-6 7-5 6-2,3,round_of_16,,1,5,80,55,41,14,12,,6,3,5,102,62,47,12,11,,6,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:124656,,,"Vukic, Aleksandar",,,AUS,,sr:competitor:83397,2,,"Ofner, Sebastian",,,AUT,,7-6 2-6 7-6,3,round_of_16,,8,2,115,71,51,26,12,,12,12,3,128,73,58,28,14,,9,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:51141,,,"Carballes Baena, Roberto",,,ESP,,sr:competitor:113905,,,"Moreno de Alboran, Nicolas",,,USA,,6-4 4-6 6-4,3,quarterfinal,,1,2,81,59,45,14,14,,9,8,3,101,71,48,15,13,,1,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:218538,,,"Kotov, Pavel",,,,,sr:competitor:15434,,,"Fognini, Fabio",,,ITA,,1-6 2-6,3,quarterfinal,,4,1,50,37,32,4,8,,5,1,3,50,33,19,5,3,,3,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:112783,,,"Berrettini, Matteo",,,ITA,,sr:competitor:104847,4,,"Sonego, Lorenzo",,,ITA,,6-3 7-6,3,quarterfinal,,5,4,68,56,47,5,11,,4,4,2,64,45,34,10,9,,1,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:392066,7,,"Navone, Mariano",,,ARG,,sr:competitor:124656,,,"Vukic, Aleksandar",,,AUS,,6-2 6-4,3,quarterfinal,,1,2,47,35,31,6,9,,7,1,2,63,34,24,12,6,,0,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:51141,,,"Carballes Baena, Roberto",,,ESP,,sr:competitor:218538,,,"Kotov, Pavel",,,,,4-6 2-6,3,semifinal,,2,0,59,43,28,11,8,,6,1,6,54,33,21,7,5,,7,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:112783,,,"Berrettini, Matteo",,,ITA,,sr:competitor:392066,7,,"Navone, Mariano",,,ARG,,6-7 6-3 6-2,3,semifinal,,6,2,86,65,50,11,13,,12,0,1,107,86,53,8,10,,2,,,,
sr:competition:13563,"ATP Marrakech, Morocco Men Singles",,,atp_250,2024-03-31,,sr:competitor:112783,,,"Berrettini, Matteo",,,ITA,,sr:competitor:51141,,,"Carballes Baena, Roberto",,,ESP,,5-7 2-6,3,final,,5,1,66,47,35,9,9,,7,0,1,61,44,24,11,6,,8,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:269521,3,,"Cressy, Maxime",,,USA,,sr:competitor:57155,,,"Jorda Sanchis, David",,,ESP,,6-4 6-4,3,qualification_round_1,,10,1,52,40,35,9,11,,5,2,1,72,52,36,9,9,,0,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:44553,,,"Herbert, Pierre-Hugues",,,FRA,,sr:competitor:619900,7,,"Gigante, Matteo",,,ITA,,7-6 6-4,3,qualification_round_1,,10,4,78,42,35,19,10,,6,10,9,78,44,36,13,9,,3,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:51345,,,"Damm Jr, Martin",,,USA,,sr:competitor:371448,8,,"Llamas Ruiz, Pablo",,,ESP,,6-3 7-6,3,qualification_round_1,,15,3,71,47,38,16,11,,4,4,0,65,42,29,15,9,,3,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:223874,1,,"Gaston, Hugo",,,FRA,,sr:competitor:309954,,,"Droguet, Titouan",,,FRA,,7-5 6-4,3,qualification_round_1,,2,1,82,50,36,17,10,,6,4,1,72,42,32,10,8,,9,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:25838,4,,"Goffin, David",,,BEL,,sr:competitor:325737,,,"Moro Canas, Alejandro",,,ESP,,6-1 4-6 7-6,3,qualification_round_1,,5,3,95,53,41,23,12,,8,2,1,91,51,35,20,11,,4,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:107357,6,,"Grenier, Hugo",,,FRA,,sr:competitor:81271,,,"Hemery, Calvin",,,FRA,,4-6 4-6,3,qualification_round_1,,5,2,58,42,32,8,9,,6,2,1,66,42,27,11,7,,4,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:298122,2,,"Zeppieri, Giulio",,,ITA,,sr:competitor:199196,,,"Sanchez Izquierdo, Nikolas",,,ESP,,7-5 6-2,3,qualification_round_1,,15,1,42,31,31,9,10,,7,1,1,61,41,27,10,7,,0,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:269521,3,,"Cressy, Maxime",,,USA,,sr:competitor:51345,,,"Damm Jr, Martin",,,USA,,6-4 6-4,3,qualification_final,,16,3,54,34,28,11,9,,10,9,4,61,39,24,12,7,,1,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:223874,1,,"Gaston, Hugo",,,FRA,,sr:competitor:44553,,,"Herbert, Pierre-Hugues",,,FRA,,3-6 6-2 6-3,3,qualification_final,,1,3,92,59,43,13,11,,11,6,6,88,49,39,12,9,,5,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:107357,6,,"Grenier, Hugo",,,FRA,,sr:competitor:298122,2,,"Zeppieri, Giulio",,,ITA,,6-3 5-7 3-6,3,qualification_final,,11,5,77,51,38,15,12,,14,7,5,100,63,44,14,11,,5,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:25838,4,,"Goffin, David",,,BEL,,sr:competitor:57703,,,"Pouille, Lucas",,,FRA,,7-5 6-3,3,qualification_final,,1,0,54,33,23,15,9,,9,8,3,74,44,28,14,7,,2,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:359602,6,,"Musetti, Lorenzo",,,ITA,,sr:competitor:71660,,,"Marterer, Maximilian",,,DEU,,4-6 2-6,3,round_of_32,,2,1,57,27,20,15,7,,14,3,2,73,38,22,13,4,,5,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:16720,,,"Bautista Agut, Roberto",,,ESP,,sr:competitor:14414,,,"Gasquet, Richard",,,FRA,,6-3 7-5,3,round_of_32,,9,1,77,52,38,14,11,,5,3,4,64,29,21,19,8,,5,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:371436,,,"Shevchenko, Alexander",,,KAZ,,sr:competitor:94485,,,"Bonzi, Benjamin",,,FRA,,6-7 4-6,3,round_of_32,,7,4,72,44,33,16,10,,3,6,0,63,43,31,10,9,,4,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:157456,5,,"Davidovich Fokina, Alejandro",,,ESP,,sr:competitor:67154,,,"Barrere, Gregoire",,,FRA,,6-4 4-6 4-6,3,round_of_32,,4,1,100,66,51,15,13,,4,8,2,78,49,40,11,12,,7,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:75813,,,"Zhang, Zhizhen",,,CHN,,sr:competitor:298122,,,"Zeppieri, Giulio",,,ITA,,6-7 6-1 6-4,3,round_of_32,,10,3,91,63,52,15,15,,4,4,2,83,51,35,19,11,,4,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:300540,,,"Machac, Tomas",,,CZE,,sr:competitor:15126,,,"Murray, Andy",,,GBR,,7-5 6-4,3,round_of_32,,3,2,62,40,33,12,10,,5,3,2,59,29,21,17,8,,3,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:63606,,,"Rinderknech, Arthur",,,FRA,,sr:competitor:269521,,,"Cressy, Maxime",,,USA,,7-6 5-7 2-6,3,round_of_32,,10,2,96,71,53,15,15,,11,14,12,104,55,38,28,12,,3,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:223874,,,"Gaston, Hugo",,,FRA,,sr:competitor:117916,,,"Shapovalov, Denis",,,CAN,,7-5 1-6 6-3,3,round_of_32,,3,2,85,59,39,15,10,,14,17,8,91,57,39,13,10,,7,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:203681,,,"Korda, Sebastian",,,USA,,sr:competitor:107357,,,"Grenier, Hugo",,,FRA,,6-3 2-6 7-6,3,round_of_32,,10,2,84,53,38,17,11,,11,7,8,97,65,48,15,12,,5,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:339377,8,,"Lehecka, Jiri",,,CZE,,sr:competitor:25838,,,"Goffin, David",,,BEL,,3-6 7-5 6-2,3,round_of_32,,10,1,87,68,46,9,12,,9,6,1,77,46,29,17,10,,9,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:300540,,,"Machac, Tomas",,,CZE,,sr:competitor:359602,6,,"Musetti, Lorenzo",,,ITA,,6-3 6-2,3,round_of_16,,6,1,66,45,29,12,8,,5,2,0,46,28,17,7,4,,6,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:167370,,,"Ruusuvuori, Emil",,,FIN,,sr:competitor:658475,,,"van Assche, Luca",,,FRA,,7-6 6-4,3,round_of_32,,8,3,57,31,28,18,10,,5,5,2,66,36,24,19,9,,2,,,,
sr:competition:2721,"ATP Marseille, France Men Singles",,,atp_250,2024-02-04,,sr:competitor:195800,7,,"Auger-Aliassime, Felix",,,CAN,,sr:competitor:90798,,,"Halys, Quentin",,,FRA,,6-2 7-5,3,round_of_32,,8,2,51,29,27,14,10,,5,10,3,64,37,27,9,7,,1,,,,
